price,house_type,acreage,width,length,bedrooms,bathrooms,floors,legal_status,street,ward,district,city
8.2,"Nhà ngõ, hẻm",84.05,4.1,20.5,4,4,3,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
3.6,"Nhà ngõ, hẻm",33,3,11,2,2,2,Đã có sổ,Duong T6, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.35,"Nhà ngõ, hẻm",50,5,10,2,2,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
3.5,"Nhà ngõ, hẻm",26.56,3.2,8.3,2,2,2,Đã có sổ,Duong Nguyen Quy Anh, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
2.3,"Nhà ngõ, hẻm",16,5,3.2,1,1,2,Đã có sổ,Duong Thoai Ngoc Hau, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
7.5,"Nhà ngõ, hẻm",120,6,20,5,5,2,Đã có sổ,Duong Doan Gioi, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
9.5,"Nhà mặt phố, mặt tiền",66.5,3.5,19,4,4,4,Đã có sổ,Duong Le Sao, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
5,"Nhà ngõ, hẻm",61.1,4.7,13,3,2,2,Đã có sổ,Duong Kenh Tan Hoa, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.75,"Nhà ngõ, hẻm",55.2,4.6,12,3,2,1,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
10.8,"Nhà mặt phố, mặt tiền",100,4,25,4,4,3,Đã có sổ,Duong S9, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
8.8,"Nhà ngõ, hẻm",56,4,14,5,5,4,Đã có sổ,Duong Thoai Ngoc Hau, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
7.2,"Nhà ngõ, hẻm",64,4,16,2,1,1,Đã có sổ,Duong Tan Huong, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
6.5,"Nhà ngõ, hẻm",97.5,5,19.5,2,3,2,Đã có sổ,Duong Truong Chinh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
3.7,"Nhà ngõ, hẻm",36,4,9,2,1,1,Đã có sổ,Duong Hoa Binh, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.8,"Nhà ngõ, hẻm",56,4,14,3,2,3,Đã có sổ,Duong Duong Van Duong, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
17.999,"Nhà ngõ, hẻm",140,5,28,6,5,4,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.79,"Nhà ngõ, hẻm",56,4,14,3,3,3,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
3.45,"Nhà ngõ, hẻm",36.9,8.2,4.5,2,2,2,Đã có sổ,Duong Huynh Van Chinh, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
7.5,"Nhà ngõ, hẻm",64,4,16,4,4,4,Đã có sổ,Duong Bo Bao Tan Thang, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
5.5,"Nhà ngõ, hẻm",62.7,5.7,11,4,3,2,Đã có sổ,Duong Huynh Thien Loc, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
9.5,"Nhà ngõ, hẻm",226.94,12.3,18.45,4,4,2,Đã có sổ,Duong Ly Thanh Tong, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh
13.2,"Nhà mặt phố, mặt tiền",121,5.5,22,3,4,3,Đã có sổ,Duong Do Bi, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.29,"Nhà ngõ, hẻm",40,4,10,2,2,1,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
9.5,"Nhà ngõ, hẻm",70,4,17.5,3,4,4,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
5.93,"Nhà ngõ, hẻm",48,4,12,3,3,2,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
3.25,"Nhà mặt phố, mặt tiền",33.3,3.7,9,2,1,1,Đã có sổ,Duong Tan Ky Tan Quy, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
5.85,"Nhà ngõ, hẻm",40.7,3.7,11,2,2,2,Đã có sổ,Duong Vuon Lai, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh
2.4,"Nhà ngõ, hẻm",24,6,4,2,1,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
5,"Nhà ngõ, hẻm",60,4,15,4,3,3,Đã có sổ,Duong Tan Son Nhi, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
3.65,Nhà phố liền kề,32,4,8,2,2,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
4.4,"Nhà ngõ, hẻm",52,4,13,2,2,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
7.35,"Nhà ngõ, hẻm",52,4,13,3,4,3,Đã có sổ,Duong To Hieu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
6.6,"Nhà ngõ, hẻm",85,5,17,2,2,2,Đã có sổ,Duong Le Trong Tan, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
2.85,"Nhà ngõ, hẻm",24,4,6,2,2,2,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
4,"Nhà ngõ, hẻm",48,4,12,3,2,3,Đã có sổ,Duong Le Trong Tan, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
3.8,"Nhà ngõ, hẻm",41.4,4.5,9.2,2,2,2,Đã có sổ,Duong Vuon Lai, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
4.65,"Nhà ngõ, hẻm",40,4,10,3,3,3,Đã có sổ,Duong Tan Huong, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
4.99,"Nhà ngõ, hẻm",66,6,11,2,2,2,Đã có sổ,Duong Luy Ban Bich, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
4.79,"Nhà ngõ, hẻm",44,4,11,3,3,2,Đã có sổ,Duong Trinh Dinh Trong, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
4.79,"Nhà ngõ, hẻm",44,4,11,3,3,2,Đã có sổ,Duong Trinh Dinh Trong, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
4.85,"Nhà ngõ, hẻm",56,4,14,1,1,1,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
3.75,"Nhà ngõ, hẻm",41.4,4.5,9.2,2,2,2,Đã có sổ,Duong Vuon Lai, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
13.9,"Nhà mặt phố, mặt tiền",138,6,23,3,2,2,Đã có sổ,Duong Hoang Xuan Nhi, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
9.9,"Nhà ngõ, hẻm",60,4,15,5,5,3,Đã có sổ,Duong Ho Dac Di, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
7.2,"Nhà ngõ, hẻm",52,4,13,6,6,4,Đã có sổ,Duong Hoa Binh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
6.25,"Nhà ngõ, hẻm",88.94,3.85,23.1,4,2,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.35,"Nhà ngõ, hẻm",52,4,13,2,2,2,Đã có sổ,Duong Huynh Thien Loc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.5,"Nhà ngõ, hẻm",40.18,4.01,10.02,2,2,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
5.6,"Nhà ngõ, hẻm",52,4,13,3,4,4,Đã có sổ,Duong Tan Son Nhi, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
3.8,"Nhà mặt phố, mặt tiền",48,4,12,2,2,2,Đã có sổ,Duong Le Trong Tan, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
2.8,"Nhà ngõ, hẻm",32,4,8,2,2,2,Đã có sổ,Duong Tan Thanh, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh
4,"Nhà ngõ, hẻm",60,4,15,3,3,2,Đã có sổ,Duong Thoai Ngoc Hau, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
6.2,"Nhà ngõ, hẻm",56,4,14,2,2,2,Đã có sổ,Duong Nguyen Son, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
6.8,"Nhà ngõ, hẻm",103.5,4.5,23,2,1,1,Đã có sổ,Duong Le Trong Tan, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
8.7,"Nhà mặt phố, mặt tiền",64,4,16,4,3,3,Đã có sổ,Duong Do Nhuan, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
4,"Nhà mặt phố, mặt tiền",24.5,3.5,7,2,1,2,Đã có sổ,Duong Do Thi Tam, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
2.68,"Nhà ngõ, hẻm",24,3,8,2,2,2,Đã có sổ,Duong Hoa Binh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
9.6,"Nhà ngõ, hẻm",56,4,14,4,5,4,Đã có sổ,Duong Tran Van On, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
23.9,"Nhà mặt phố, mặt tiền",232,8,29,4,3,1,Đã có sổ,Duong Phan Dinh Phung, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh
22.5,"Nhà mặt phố, mặt tiền",106.6,4.1,26,9,7,6,Đã có sổ,Duong Luy Ban Bich, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
13.8,"Nhà mặt phố, mặt tiền",100,4,25,1,2,1,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
1.3,"Nhà ngõ, hẻm",20,4,5,2,2,1,Đã có sổ,Duong Le Trong Tan, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
12.8,"Nhà mặt phố, mặt tiền",135,4.5,30,4,4,4,Đã có sổ,Duong Tan Ky Tan Quy, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
1.3,"Nhà ngõ, hẻm",12,3,4,2,2,3,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
2.5,"Nhà ngõ, hẻm",38.5,3.5,11,2,2,2,Đã có sổ,Duong Truong Chinh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
12.5,"Nhà ngõ, hẻm",144,8,18,3,3,3,Đã có sổ,Duong Trinh Dinh Thao, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
7.6,"Nhà ngõ, hẻm",81,4.5,18,3,3,2,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
8,"Nhà mặt phố, mặt tiền",62,4,15.5,3,2,2,Đã có sổ,Duong Phan Van Nam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
7.2,"Nhà ngõ, hẻm",86,4.3,20,2,2,2,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
5.7,"Nhà ngõ, hẻm",70,5,14,3,4,2,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
5.58,"Nhà ngõ, hẻm",50,4,12.5,4,3,4,Đã có sổ,Duong Tan Ky Tan Quy, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
9.8,"Nhà ngõ, hẻm",81,4.5,18,6,6,4,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
6.65,"Nhà ngõ, hẻm",64,4,16,4,4,4,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
8.28,Nhà phố liền kề,80,4,20,3,2,2,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
4.99,"Nhà ngõ, hẻm",52,4,13,3,3,3,Đã có sổ,Duong Ly Thanh Tong, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh
6.9,"Nhà ngõ, hẻm",52,4,13,4,4,4,Đã có sổ,Duong Thach Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.9,"Nhà ngõ, hẻm",46.2,4.2,11,3,3,2,Đã có sổ,Duong Au Co, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
5,"Nhà ngõ, hẻm",50.4,4.2,12,5,4,5,Đã có sổ,Duong Tan Ky Tan Quy, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
3.8,"Nhà ngõ, hẻm",32,4,8,2,2,2,Đã có sổ,Duong Nguyen Huu Tien, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
7.9,"Nhà ngõ, hẻm",68,4,17,4,4,4,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
5,"Nhà ngõ, hẻm",55.2,4.6,12,3,2,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
8.4,"Nhà mặt phố, mặt tiền",70,4,17.5,1,1,1,Đã có sổ,Duong Le Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
5.4,"Nhà ngõ, hẻm",40,4,10,3,4,4,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
5.3,"Nhà ngõ, hẻm",60,4,15,3,2,3,Đã có sổ,Duong Tan Son Nhi, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
6.3,"Nhà ngõ, hẻm",68,4,17,3,2,3,Đã có sổ,Duong Thoai Ngoc Hau, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
3.38,"Nhà ngõ, hẻm",20,4,5,3,2,3,Đã có sổ,Duong Le Dinh Tham, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
18,Nhà biệt thự,112,8,14,6,6,4,Đã có sổ,Duong Nguyen Hau, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh
6.2,"Nhà ngõ, hẻm",103.5,4.5,23,8,7,2,Đã có sổ,Duong Le Trong Tan, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
10.9,"Nhà ngõ, hẻm",70,4,17.5,5,5,5,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
7.9,"Nhà ngõ, hẻm",70,5,14,4,6,5,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
25.5,"Nhà ngõ, hẻm",300,12,25,3,3,2,Đã có sổ,Duong Phan Anh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
3.75,"Nhà ngõ, hẻm",41,4.1,10,2,2,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
12.5,"Nhà mặt phố, mặt tiền",84,4.2,20,2,1,1,Đã có sổ,Duong Nguyen Suy, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
9,"Nhà ngõ, hẻm",56,4,14,4,4,3,Đã có sổ,Duong Nguyen Cuu Dam, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
10,"Nhà mặt phố, mặt tiền",56,4,14,4,4,4,Đã có sổ,Duong Nguyen Quy Anh, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
1.62,"Nhà ngõ, hẻm",24,4,6,2,2,1,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
1,"Nhà ngõ, hẻm",12.5,2.5,5,2,2,2,Đã có sổ,Duong Huynh Thien Loc, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
4.25,"Nhà ngõ, hẻm",40,4,10,3,2,2,Đã có sổ,Duong Thoai Ngoc Hau, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
6.65,"Nhà ngõ, hẻm",64,4,16,4,3,3,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
5.18,"Nhà ngõ, hẻm",56,4,14,2,2,2,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
3.9,"Nhà ngõ, hẻm",36,4,9,3,2,2,Đã có sổ,Duong Tan Thanh, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.05,"Nhà ngõ, hẻm",48,4,12,2,2,2,Đã có sổ,Duong Bo Bao Tan Thang, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
14.9,"Nhà ngõ, hẻm",126,7,18,4,6,4,Đã có sổ,Duong Hoa Bang, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
6.1,"Nhà ngõ, hẻm",65,5,13,2,2,2,Đã có sổ,Duong Le Trong Tan, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
14.5,"Nhà mặt phố, mặt tiền",110,10,11,1,1,1,Đã có sổ,Duong Tan Son Nhi, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
5.4,"Nhà ngõ, hẻm",41.8,3.8,11,2,2,2,Đã có sổ,Duong Kenh Tan Hoa, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
6,"Nhà ngõ, hẻm",80,4,20,2,2,2,Đã có sổ,Duong Tan Ky Tan Quy, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
1.45,"Nhà ngõ, hẻm",25,5,5,2,2,2,Đã có sổ,Duong Truong Chinh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
2.65,"Nhà ngõ, hẻm",28,3.5,8,2,2,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
2.95,"Nhà ngõ, hẻm",36,4,9,2,2,2,Đã có sổ,Duong Go Dau, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
2.8,"Nhà ngõ, hẻm",28.8,4,7.2,2,2,2,Đã có sổ,Duong Tan Thanh, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh
22,Nhà biệt thự,200,8,25,10,7,5,Đã có sổ,Duong Au Co, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
4.5,"Nhà ngõ, hẻm",44,4,11,2,2,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
6.2,"Nhà ngõ, hẻm",74,4,18.5,2,2,2,Đã có sổ,Duong Kenh 19 Thang 5, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
5.3,"Nhà ngõ, hẻm",60,4,15,2,2,2,Đã có sổ,Duong Bo Bao Tan Thang, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
3.05,"Nhà ngõ, hẻm",26,6.5,4,2,2,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
14.5,"Nhà mặt phố, mặt tiền",154.8,8.6,18,3,3,2,Đã có sổ,Duong Thanh Cong, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh
8,"Nhà mặt phố, mặt tiền",68.75,5.5,12.5,3,3,2,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
6.9,"Nhà ngõ, hẻm",56,4,14,5,5,4,Đã có sổ,Duong To Hieu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
10.5,"Nhà ngõ, hẻm",80,4,20,8,7,4,Đã có sổ,Duong Nguyen The Truyen, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
11,"Nhà mặt phố, mặt tiền",76,4,19,4,2,2,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
3.9,"Nhà mặt phố, mặt tiền",35,3.5,10,2,2,2,Đã có sổ,Duong Le Lieu, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
4.25,"Nhà ngõ, hẻm",49.5,5.5,9,2,3,1,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
7.5,"Nhà ngõ, hẻm",67.5,4.5,15,3,2,2,Đã có sổ,Duong Duc Hien, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
6.2,"Nhà ngõ, hẻm",76,4,19,2,1,1,Đã có sổ,Duong Le Thuc Hoach, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
8.9,"Nhà mặt phố, mặt tiền",66,6,11,3,3,2,Đã có sổ,Duong Nguyen Truong To, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh
5.2,"Nhà ngõ, hẻm",60,4,15,4,3,3,Đã có sổ,Duong Tan Son Nhi, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
5.1,"Nhà ngõ, hẻm",56.4,4.7,12,2,2,2,Đã có sổ,Duong Hoa Binh, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
3.6,"Nhà ngõ, hẻm",49,3.5,14,2,2,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
8.4,"Nhà ngõ, hẻm",64,4,16,4,5,4,Đã có sổ,Duong Nguyen Suy, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
3.7,"Nhà ngõ, hẻm",36,4,9,2,2,2,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
4.58,"Nhà ngõ, hẻm",49.2,4,12.3,2,2,2,Đã có sổ,Duong Phung Chi Kien, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
3.75,"Nhà ngõ, hẻm",40,4,10,3,2,2,Đã có sổ,Duong Vuon Lai, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
9.6,"Nhà ngõ, hẻm",78,4,19.5,4,4,3,Đã có sổ,Duong Luy Ban Bich, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
8.89,"Nhà mặt phố, mặt tiền",64,4,16,3,3,2,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
6.08,"Nhà ngõ, hẻm",52.8,6.6,8,5,4,5,Đã có sổ,Duong Luy Ban Bich, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
8.5,"Nhà ngõ, hẻm",80,4,20,5,5,4,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
3,"Nhà ngõ, hẻm",46.25,3.7,12.5,3,3,3,Đã có sổ,Duong Thoai Ngoc Hau, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
7.999,"Nhà ngõ, hẻm",90,5,18,6,7,4,Đã có sổ,Duong Le Trong Tan, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
9,"Nhà ngõ, hẻm",76,4,19,3,3,2,Đã có sổ,Duong Do Nhuan, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
8.5,"Nhà mặt phố, mặt tiền",58,5,11.6,6,6,4,Đã có sổ,Duong Nguyen Huu Tien, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh
5.2,"Nhà ngõ, hẻm",43.65,4.85,9,4,2,2,Đã có sổ,Duong Tran Van On, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
27,"Nhà mặt phố, mặt tiền",160,8,20,4,4,1,Đã có sổ,Duong Luy Ban Bich, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh
5.6,"Nhà ngõ, hẻm",42,4.2,10,4,4,5,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.25,"Nhà ngõ, hẻm",49.5,5.5,9,2,3,1,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
7,"Nhà ngõ, hẻm",60,4,15,4,3,3,Đã có sổ,Duong Thach Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.75,"Nhà ngõ, hẻm",44,4,11,3,3,2,Đã có sổ,Duong Trinh Dinh Trong, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
5.6,"Nhà ngõ, hẻm",42,4.2,10,3,4,4,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
3.58,"Nhà ngõ, hẻm",36,4,9,2,2,2,Đã có sổ,Duong Tan Quy, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
3.6,"Nhà ngõ, hẻm",45,5,9,2,2,2,Đã có sổ,Duong Le Thuc Hoach, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
10.9,"Nhà mặt phố, mặt tiền",90,5,18,4,4,4,Đã có sổ,Duong Le Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
2.6,"Nhà ngõ, hẻm",16,4,4,2,2,3,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
6.999,"Nhà mặt phố, mặt tiền",61.2,3.6,17,3,2,2,Đã có sổ,Duong Le Lieu, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
4.95,"Nhà ngõ, hẻm",48,4,12,3,2,3,Đã có sổ,Duong Le Trong Tan, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
4.7,"Nhà ngõ, hẻm",64,4,16,1,1,1,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
7.5,"Nhà ngõ, hẻm",85.5,4.5,19,3,2,2,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
17,"Nhà mặt phố, mặt tiền",160,8,20,1,1,1,Đã có sổ,Duong Hien Vuong, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
